EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Attrition
E00455,43,Male,Married,PhD,Marketing,Content Strategist,2,3,1,3696,Yes,Travel_Rarely,2,4,2,3,3,No
E00456,43,Male,Divorced,PhD,Finance,Finance Manager,2,4,1,2614,No,Non-Travel,10,3,1,1,3,No
E00457,41,Male,Divorced,High School,IT,Data Analyst,1,0,0,6344,No,Travel_Frequently,5,3,2,2,3,Yes
E00458,35,Female,Single,Bachelor,R&D,Research Scientist,2,0,0,9148,No,Travel_Frequently,11,1,4,1,3,No
E00459,24,Male,Single,Bachelor,Operations,Operations Manager,1,1,1,6830,No,Travel_Rarely,4,1,3,4,3,No
E00460,29,Female,Single,Master,HR,Recruiter,2,0,0,3071,No,Travel_Rarely,1,1,3,4,3,No
E00461,45,Female,Single,Master,Operations,Operations Analyst,2,12,2,7878,No,Travel_Frequently,21,2,1,2,3,No
E00462,44,Female,Divorced,High School,R&D,Research Scientist,1,5,0,8040,No,Travel_Rarely,2,3,3,3,3,No
E00463,54,Male,Single,Master,Sales,Account Executive,3,1,1,6004,Yes,Travel_Rarely,30,3,4,2,3,No
E00464,43,Female,Divorced,PhD,Finance,Financial Analyst,1,12,2,9433,No,Travel_Rarely,4,4,3,3,3,No
E00465,46,Male,Single,High School,Finance,Financial Analyst,2,3,1,8978,No,Travel_Rarely,10,3,2,3,3,No
E00466,22,Male,Divorced,PhD,Marketing,Marketing Specialist,1,2,2,4125,No,Travel_Frequently,11,2,2,4,3,No
E00467,32,Male,Single,High School,Marketing,Marketing Specialist,1,14,1,7090,Yes,Travel_Rarely,2,2,1,4,3,No
E00468,25,Female,Married,PhD,Sales,Sales Executive,3,7,4,5065,No,Travel_Rarely,1,3,1,2,4,No
E00469,37,Male,Divorced,High School,Marketing,Brand Manager,4,1,0,7071,No,Travel_Frequently,12,4,3,1,3,No
E00470,36,Male,Married,Master,Marketing,Content Strategist,2,0,0,5664,No,Travel_Rarely,23,1,1,1,3,Yes
E00471,45,Male,Married,Bachelor,Operations,Operations Analyst,2,5,0,8888,No,Travel_Frequently,5,3,4,4,3,No
E00472,32,Male,Married,Master,Operations,Operations Analyst,1,2,0,6991,No,Travel_Rarely,5,2,4,3,3,No
E00473,47,Female,Divorced,High School,Sales,Account Executive,1,7,2,5606,No,Travel_Frequently,3,2,1,1,3,Yes
E00474,38,Male,Single,Bachelor,HR,HR Specialist,1,5,0,5434,No,Travel_Rarely,9,3,2,4,4,No
E00475,27,Male,Divorced,PhD,R&D,Senior Engineer,3,9,0,4119,Yes,Travel_Frequently,6,3,2,1,3,Yes
E00476,29,Male,Divorced,PhD,Marketing,Content Strategist,1,2,1,3243,No,Travel_Rarely,5,1,3,1,3,Yes
E00477,34,Male,Single,Master,HR,HR Business Partner,1,4,3,5722,Yes,Travel_Rarely,13,2,2,1,3,Yes
E00478,51,Female,Married,PhD,Finance,Accountant,2,2,1,2850,No,Travel_Frequently,7,3,3,2,3,No
E00479,43,Female,Married,Master,R&D,Research Scientist,1,1,1,5682,No,Travel_Rarely,10,3,2,2,3,No
E00480,32,Female,Married,High School,R&D,Senior Engineer,2,0,0,6420,Yes,Travel_Rarely,5,3,4,4,4,No
E00481,48,Male,Married,High School,R&D,Senior Engineer,2,5,0,3092,No,Travel_Rarely,9,1,3,2,3,No
E00482,31,Male,Single,Master,Marketing,Marketing Specialist,3,8,1,5455,No,Travel_Rarely,11,1,1,4,4,No
E00483,38,Female,Single,PhD,Operations,Logistics Coordinator,2,8,0,6050,No,Travel_Frequently,2,4,2,3,3,No
E00484,30,Male,Divorced,Bachelor,Operations,Logistics Coordinator,1,1,0,3719,Yes,Travel_Rarely,6,1,4,3,3,No
E00485,19,Male,Divorced,PhD,IT,Data Analyst,2,1,0,3453,No,Travel_Rarely,1,4,2,2,3,No
E00486,44,Female,Single,High School,HR,HR Specialist,1,1,0,3966,No,Non-Travel,1,2,4,2,3,Yes
E00487,37,Male,Single,Master,Marketing,Marketing Specialist,2,0,0,10791,No,Travel_Frequently,11,3,4,4,4,No
E00488,37,Female,Married,High School,Sales,Account Executive,1,10,1,4502,No,Travel_Rarely,6,3,3,2,3,No
E00489,27,Female,Married,PhD,Operations,Operations Manager,3,1,1,7563,Yes,Non-Travel,6,4,2,4,3,Yes
E00490,36,Female,Single,Bachelor,Operations,Operations Analyst,2,2,2,4785,No,Non-Travel,3,2,4,2,3,Yes
E00491,32,Female,Divorced,High School,R&D,Research Scientist,2,13,8,3523,No,Travel_Rarely,11,3,1,2,3,No
E00492,31,Female,Single,Bachelor,Finance,Finance Manager,1,4,4,5058,No,Travel_Frequently,7,4,4,2,4,No
E00493,34,Male,Single,Bachelor,Sales,Sales Executive,1,1,1,4732,No,Travel_Rarely,3,2,2,1,3,No
E00494,47,Male,Married,PhD,HR,HR Specialist,1,0,0,4223,No,Travel_Frequently,3,4,1,3,3,No
E00495,34,Male,Divorced,Master,IT,IT Support,1,7,0,3149,No,Non-Travel,3,2,2,4,3,No
E00496,43,Female,Single,High School,R&D,Senior Engineer,1,4,0,4573,No,Travel_Frequently,1,3,4,1,3,No
E00497,35,Male,Divorced,High School,Sales,Sales Executive,2,0,0,5447,Yes,Travel_Rarely,10,4,2,1,3,Yes
E00498,34,Female,Single,PhD,Sales,Sales Manager,4,9,0,12032,No,Travel_Rarely,3,2,1,4,3,No
E00499,29,Female,Married,Bachelor,R&D,Lab Technician,2,11,0,10263,Yes,Travel_Rarely,5,4,3,1,4,No
E00500,49,Male,Divorced,High School,IT,Software Engineer,3,6,6,5628,No,Travel_Rarely,5,3,4,3,3,No
E00501,37,Male,Single,PhD,Operations,Operations Analyst,1,6,4,8798,No,Travel_Frequently,12,4,2,3,3,No
E00502,45,Female,Divorced,PhD,Marketing,Content Strategist,2,4,1,8545,Yes,Travel_Rarely,4,3,3,4,3,No
E00503,50,Female,Married,Master,IT,Data Analyst,1,1,1,5193,Yes,Travel_Rarely,2,4,4,2,3,Yes
E00504,40,Female,Divorced,Bachelor,Operations,Operations Manager,1,2,1,4032,No,Travel_Rarely,2,4,2,1,4,No
E00505,33,Male,Single,Bachelor,Sales,Sales Executive,3,0,0,5159,Yes,Travel_Rarely,10,4,3,1,3,Yes
E00506,25,Female,Single,High School,Finance,Finance Manager,3,5,0,2598,No,Travel_Rarely,1,4,1,1,3,Yes
E00507,39,Male,Divorced,PhD,Marketing,Brand Manager,3,2,2,10442,Yes,Travel_Frequently,11,4,3,1,3,No
E00508,35,Male,Divorced,Bachelor,Finance,Financial Analyst,2,0,0,3485,No,Travel_Rarely,1,2,3,2,3,Yes
E00509,35,Male,Married,PhD,Marketing,Marketing Specialist,2,3,3,5389,No,Travel_Rarely,21,3,2,1,3,No
E00510,43,Male,Single,Master,HR,Recruiter,1,1,1,5088,No,Travel_Rarely,1,4,4,2,3,No
E00511,39,Male,Married,PhD,Marketing,Content Strategist,2,5,0,6241,No,Travel_Rarely,7,3,3,3,3,No
E00512,37,Male,Divorced,Master,Operations,Operations Analyst,2,3,0,2377,No,Non-Travel,1,3,2,4,3,No
E00513,53,Female,Single,Master,HR,HR Specialist,2,2,2,4236,No,Travel_Rarely,5,3,3,4,3,No
E00514,20,Male,Married,Bachelor,IT,IT Support,1,2,2,5923,Yes,Travel_Rarely,6,4,1,4,3,Yes
E00515,28,Male,Divorced,Master,Marketing,Content Strategist,4,10,1,5919,No,Travel_Rarely,1,2,3,4,3,No
E00516,39,Male,Married,Master,R&D,Lab Technician,1,8,3,4351,Yes,Travel_Rarely,6,1,4,3,3,Yes
E00517,35,Male,Single,Bachelor,HR,HR Specialist,1,8,1,4625,No,Travel_Rarely,6,3,2,2,3,No
E00518,21,Female,Single,High School,IT,DevOps Engineer,1,1,1,5301,No,Travel_Frequently,28,2,2,2,3,No
E00519,50,Female,Divorced,Master,Sales,Sales Executive,1,1,1,8612,No,Travel_Frequently,3,4,1,1,3,No
E00520,55,Female,Married,Bachelor,Finance,Finance Manager,2,0,0,8894,Yes,Travel_Frequently,3,3,4,2,3,No
E00521,42,Male,Divorced,Master,IT,Data Analyst,3,0,0,21302,No,Travel_Rarely,6,1,4,4,3,No
E00522,21,Female,Married,High School,Finance,Finance Manager,3,3,2,4790,No,Travel_Rarely,7,2,4,1,4,No
E00523,27,Female,Single,Master,Sales,Account Executive,3,9,0,4515,No,Travel_Rarely,5,2,4,1,3,No
E00524,46,Female,Single,PhD,R&D,Lab Technician,2,4,0,5756,No,Travel_Rarely,1,4,3,3,3,No
E00525,41,Male,Divorced,Bachelor,Marketing,Brand Manager,1,2,1,4384,No,Non-Travel,17,3,4,3,3,No
E00526,36,Male,Single,Bachelor,IT,Software Engineer,3,3,0,5471,No,Travel_Frequently,11,3,2,4,3,No
E00527,26,Female,Married,Master,Finance,Financial Analyst,1,8,3,11375,No,Travel_Rarely,1,2,4,4,3,Yes
E00528,25,Male,Single,Master,HR,Recruiter,1,6,0,5581,No,Travel_Rarely,8,1,4,1,3,No
E00529,35,Female,Divorced,Master,Finance,Finance Manager,3,7,6,6696,Yes,Travel_Rarely,3,1,4,3,3,Yes
E00530,34,Male,Divorced,Bachelor,HR,HR Specialist,4,2,0,3685,Yes,Travel_Rarely,2,4,1,3,3,No
E00531,31,Female,Single,PhD,IT,DevOps Engineer,2,2,0,3759,No,Travel_Rarely,8,3,3,4,4,No
E00532,30,Female,Married,PhD,Operations,Operations Manager,1,5,2,6382,No,Travel_Rarely,1,4,2,2,3,No
E00533,35,Female,Divorced,Master,IT,Software Engineer,2,3,3,6988,No,Travel_Rarely,4,1,2,3,3,No
E00534,40,Female,Divorced,PhD,Marketing,Brand Manager,2,2,1,4253,No,Travel_Frequently,1,4,3,4,3,No
E00535,30,Female,Divorced,High School,Finance,Financial Analyst,1,12,4,6234,No,Travel_Rarely,1,2,1,2,3,No
E00536,37,Female,Divorced,High School,R&D,Research Scientist,3,1,0,5603,No,Travel_Rarely,22,4,1,1,3,Yes
E00537,35,Male,Divorced,PhD,Sales,Sales Manager,2,0,0,6892,Yes,Travel_Rarely,1,1,1,3,3,No
E00538,44,Male,Divorced,Bachelor,HR,HR Specialist,1,1,1,5744,Yes,Non-Travel,12,2,3,4,3,No
E00539,39,Female,Divorced,PhD,Sales,Sales Executive,1,2,2,6758,No,Travel_Rarely,3,3,3,4,3,No
E00540,59,Female,Married,PhD,R&D,Senior Engineer,2,11,0,6032,No,Travel_Rarely,1,2,4,4,3,No
E00541,27,Female,Single,Master,Operations,Operations Analyst,1,2,1,3880,No,Travel_Rarely,2,1,4,3,3,No
E00542,37,Male,Divorced,PhD,Sales,Sales Executive,2,0,0,5586,Yes,Travel_Frequently,13,2,3,3,3,Yes
E00543,36,Male,Single,Master,IT,IT Support,1,0,0,7717,No,Travel_Rarely,2,3,1,4,3,No
E00544,21,Female,Married,Bachelor,R&D,Lab Technician,1,3,3,3536,No,Travel_Rarely,7,4,4,2,4,Yes
E00545,52,Female,Married,Bachelor,HR,HR Specialist,3,3,1,7250,No,Travel_Rarely,4,4,2,3,3,No
E00546,30,Female,Divorced,PhD,IT,Software Engineer,3,2,2,7044,Yes,Travel_Rarely,2,2,2,3,3,Yes
E00547,37,Male,Divorced,High School,HR,Recruiter,2,2,0,16127,No,Travel_Rarely,16,4,2,3,4,Yes
E00548,40,Male,Single,High School,R&D,Research Scientist,2,5,1,4269,No,Travel_Frequently,2,3,3,2,3,No
E00549,42,Female,Married,PhD,R&D,Research Scientist,1,15,2,5264,Yes,Non-Travel,10,4,2,3,3,No
E00550,30,Female,Single,PhD,Marketing,Marketing Specialist,1,0,0,2957,No,Travel_Rarely,1,3,1,2,3,Yes
E00551,35,Male,Married,PhD,R&D,Research Scientist,2,2,2,7071,No,Non-Travel,7,3,4,1,3,Yes
E00552,36,Male,Divorced,Bachelor,R&D,Senior Engineer,1,5,0,6407,No,Travel_Frequently,1,1,2,4,3,No
E00553,22,Male,Divorced,High School,Finance,Accountant,1,0,0,5465,Yes,Travel_Rarely,2,3,3,2,3,No
E00554,25,Male,Single,Bachelor,HR,HR Business Partner,1,1,1,12611,No,Travel_Frequently,29,3,2,3,3,No
E00555,30,Male,Married,Bachelor,Marketing,Brand Manager,1,0,0,8344,No,Travel_Rarely,14,3,1,2,3,No
E00556,27,Male,Single,PhD,Sales,Sales Executive,2,5,0,5022,No,Travel_Rarely,3,4,2,3,3,No
E00557,29,Male,Divorced,High School,Sales,Account Executive,1,7,2,9569,No,Travel_Rarely,2,3,1,1,3,No
E00558,19,Female,Divorced,Bachelor,R&D,Lab Technician,3,1,1,7258,No,Travel_Frequently,6,2,3,3,3,No
E00559,53,Male,Married,PhD,Sales,Account Executive,1,3,1,9521,No,Travel_Rarely,2,4,3,2,3,No
E00560,35,Female,Divorced,PhD,Operations,Operations Manager,2,0,0,4576,No,Travel_Rarely,1,4,2,2,3,No
E00561,38,Female,Divorced,Master,HR,Recruiter,4,4,2,10280,Yes,Travel_Rarely,4,2,1,2,3,No
E00562,19,Female,Divorced,Bachelor,Finance,Financial Analyst,1,1,0,7197,Yes,Travel_Frequently,1,4,2,1,3,No
E00563,19,Female,Divorced,Bachelor,HR,Recruiter,3,0,0,15046,Yes,Non-Travel,1,1,4,2,3,Yes
E00564,39,Male,Single,Bachelor,Operations,Operations Manager,1,1,1,4999,No,Travel_Rarely,14,3,4,3,3,Yes
E00565,38,Male,Divorced,PhD,R&D,Research Scientist,1,1,0,4723,Yes,Non-Travel,21,2,1,4,4,Yes
E00566,46,Male,Single,Bachelor,Marketing,Brand Manager,2,5,5,8463,Yes,Travel_Rarely,13,3,1,3,4,Yes
E00567,28,Female,Married,High School,Marketing,Brand Manager,1,4,3,7022,No,Non-Travel,4,1,4,1,3,No
E00568,35,Male,Divorced,High School,IT,DevOps Engineer,2,2,0,8514,No,Travel_Frequently,1,1,1,3,3,Yes
E00569,32,Male,Divorced,Bachelor,Sales,Account Executive,3,1,0,2212,No,Travel_Rarely,1,2,4,2,3,Yes
E00570,47,Female,Single,Bachelor,Operations,Logistics Coordinator,2,0,0,9420,No,Travel_Rarely,1,4,1,3,4,No
E00571,31,Female,Married,Master,IT,Data Analyst,2,2,0,8210,No,Travel_Rarely,13,4,3,2,3,No
E00572,21,Female,Divorced,Bachelor,Operations,Operations Manager,3,0,0,5455,Yes,Travel_Rarely,11,3,4,4,3,No
E00573,31,Female,Married,PhD,Operations,Logistics Coordinator,2,0,0,4798,Yes,Travel_Frequently,6,2,4,3,3,Yes
E00574,30,Female,Single,Master,Sales,Account Executive,1,1,0,9824,No,Travel_Rarely,7,1,3,1,3,No
E00575,43,Male,Single,High School,R&D,Research Scientist,1,1,1,10130,No,Travel_Rarely,26,3,1,3,3,No
E00576,32,Male,Single,Master,Finance,Accountant,3,0,0,13908,No,Travel_Rarely,1,2,2,3,3,No
E00577,31,Female,Married,Bachelor,IT,DevOps Engineer,2,4,1,8437,Yes,Travel_Rarely,9,1,4,2,3,No
E00578,35,Female,Single,High School,Finance,Finance Manager,2,1,0,8855,No,Travel_Frequently,5,1,3,1,3,No
E00579,39,Male,Single,High School,IT,DevOps Engineer,2,1,1,3901,No,Travel_Rarely,4,3,4,4,3,No
E00580,28,Female,Divorced,Bachelor,Marketing,Content Strategist,1,10,1,3775,Yes,Travel_Rarely,19,4,1,3,3,No
E00581,42,Female,Married,High School,HR,Recruiter,2,0,0,6765,No,Travel_Rarely,1,2,2,1,4,No
E00582,40,Male,Married,High School,R&D,Lab Technician,1,0,0,11063,No,Non-Travel,1,3,4,2,3,Yes
E00583,31,Male,Single,PhD,Operations,Operations Manager,4,4,2,9734,Yes,Travel_Rarely,1,3,1,4,3,No
E00584,39,Male,Single,High School,Operations,Operations Analyst,2,9,0,10383,No,Travel_Frequently,8,4,4,2,4,No
E00585,42,Female,Married,Master,HR,HR Business Partner,2,0,0,4505,No,Travel_Rarely,4,3,1,1,3,No
E00586,36,Female,Divorced,PhD,R&D,Lab Technician,2,6,0,6370,Yes,Travel_Frequently,2,3,1,3,3,Yes
E00587,48,Female,Single,High School,Operations,Operations Analyst,3,1,1,8757,Yes,Travel_Rarely,8,4,1,2,3,Yes
E00588,23,Female,Single,Master,Sales,Account Executive,2,4,4,5378,Yes,Travel_Rarely,2,1,2,2,3,No
E00589,49,Male,Divorced,Bachelor,Marketing,Marketing Specialist,1,0,0,6041,No,Non-Travel,3,3,4,4,3,Yes
E00590,28,Male,Married,High School,R&D,Senior Engineer,2,1,0,6079,No,Travel_Rarely,13,3,4,2,3,No
E00591,37,Female,Single,PhD,HR,HR Specialist,3,11,2,3854,No,Travel_Rarely,1,1,3,2,3,No
E00592,35,Female,Single,High School,Marketing,Marketing Specialist,1,4,4,5493,No,Travel_Rarely,13,1,4,3,3,No
E00593,39,Male,Married,PhD,HR,Recruiter,4,9,1,10824,Yes,Non-Travel,1,4,2,4,3,No
E00594,22,Male,Single,Bachelor,IT,Software Engineer,1,4,0,4315,No,Travel_Frequently,1,2,2,4,3,No
E00595,48,Male,Married,Master,Operations,Operations Manager,1,0,0,4766,No,Travel_Rarely,10,3,4,4,3,No
E00596,56,Female,Married,High School,HR,Recruiter,1,5,0,8121,Yes,Travel_Frequently,7,3,2,3,3,No
E00597,22,Male,Single,PhD,Operations,Operations Manager,1,4,0,4709,No,Travel_Frequently,3,2,2,3,3,No
E00598,53,Female,Married,Master,Operations,Logistics Coordinator,1,2,2,20868,No,Travel_Rarely,10,2,4,2,4,No
E00599,23,Male,Single,Master,Finance,Finance Manager,2,2,2,5910,No,Travel_Rarely,7,2,2,2,3,No
E00600,34,Male,Married,High School,Marketing,Content Strategist,2,0,0,4188,No,Travel_Rarely,1,2,4,2,3,No
E00601,42,Male,Divorced,High School,Operations,Logistics Coordinator,2,5,5,5591,No,Travel_Rarely,2,1,2,3,3,No
E00602,19,Female,Single,Bachelor,IT,DevOps Engineer,3,0,0,3408,No,Travel_Frequently,7,4,4,3,3,No
E00603,33,Male,Divorced,Bachelor,Sales,Sales Executive,3,1,0,4631,No,Travel_Rarely,4,2,1,3,3,No
E00604,46,Female,Single,PhD,R&D,Senior Engineer,1,0,0,3387,No,Travel_Rarely,1,1,3,1,3,No
E00605,40,Male,Single,Bachelor,Marketing,Content Strategist,1,0,0,10642,No,Travel_Frequently,4,3,2,4,3,No
E00606,44,Male,Divorced,Bachelor,R&D,Research Scientist,3,2,2,5758,Yes,Travel_Frequently,22,4,1,3,4,No
E00607,30,Female,Divorced,Master,IT,Data Analyst,1,7,0,7837,Yes,Travel_Rarely,6,1,2,4,4,No
E00608,42,Female,Divorced,Master,IT,IT Support,2,4,2,6105,No,Travel_Rarely,1,2,4,4,4,No
E00609,35,Male,Single,PhD,Finance,Finance Manager,2,0,0,1500,Yes,Travel_Rarely,8,1,1,4,3,Yes
E00610,53,Female,Married,Master,Marketing,Marketing Specialist,2,9,1,3685,Yes,Travel_Rarely,7,4,1,2,4,No
E00611,40,Male,Married,PhD,Finance,Financial Analyst,1,17,0,7503,No,Non-Travel,6,4,3,1,3,No
E00612,37,Female,Married,High School,Sales,Account Executive,1,2,2,7809,Yes,Travel_Rarely,7,1,2,2,3,No
E00613,30,Male,Divorced,High School,R&D,Lab Technician,3,4,0,8307,No,Travel_Rarely,7,2,4,1,4,No
E00614,27,Female,Divorced,Bachelor,Sales,Sales Executive,1,2,0,7506,No,Travel_Frequently,13,4,3,1,3,No
E00615,41,Male,Single,Bachelor,Finance,Finance Manager,3,3,1,6055,No,Travel_Frequently,15,4,1,2,3,No
E00616,33,Female,Married,Bachelor,R&D,Senior Engineer,1,2,0,5735,No,Travel_Rarely,5,1,4,3,3,No
E00617,33,Female,Married,High School,Sales,Sales Executive,1,13,0,5014,Yes,Travel_Rarely,3,2,1,3,3,Yes
E00618,31,Female,Single,High School,Operations,Operations Manager,1,3,1,4281,Yes,Travel_Rarely,2,2,2,4,4,No
E00619,29,Male,Divorced,Master,R&D,Senior Engineer,2,5,0,8050,No,Travel_Rarely,1,3,2,1,3,No
E00620,32,Male,Single,PhD,Sales,Sales Executive,2,0,0,5116,No,Travel_Frequently,3,1,3,3,4,No
E00621,34,Female,Single,High School,R&D,Research Scientist,2,3,0,5526,No,Travel_Frequently,8,3,2,4,3,No
E00622,34,Female,Divorced,High School,IT,DevOps Engineer,2,1,0,5063,No,Travel_Rarely,12,3,3,4,3,No
E00623,19,Female,Divorced,Bachelor,HR,HR Business Partner,1,0,0,6259,Yes,Travel_Rarely,1,2,1,3,3,Yes
E00624,22,Female,Married,Master,Marketing,Marketing Specialist,2,2,1,6529,No,Travel_Frequently,1,1,1,1,3,No
E00625,30,Female,Married,Bachelor,HR,Recruiter,4,3,1,7448,No,Non-Travel,1,3,2,4,4,No
E00626,33,Female,Divorced,High School,Operations,Operations Analyst,2,0,0,4426,No,Travel_Rarely,2,3,2,1,3,Yes
E00627,35,Male,Single,Bachelor,Marketing,Marketing Specialist,1,2,1,2812,No,Travel_Rarely,6,4,4,1,3,No
E00628,37,Female,Single,High School,Marketing,Brand Manager,1,0,0,8874,No,Travel_Frequently,1,3,1,3,3,No
E00629,29,Male,Married,Master,Marketing,Brand Manager,2,0,0,9279,No,Travel_Rarely,9,3,4,1,3,No
E00630,28,Female,Divorced,Master,Marketing,Brand Manager,2,1,1,4958,No,Travel_Rarely,20,4,1,2,3,No
E00631,28,Male,Single,Master,Finance,Accountant,2,2,1,3467,No,Travel_Frequently,11,1,3,3,3,No
E00632,30,Female,Married,Bachelor,IT,DevOps Engineer,1,0,0,3230,No,Travel_Rarely,1,1,2,3,3,No
E00633,38,Female,Divorced,Master,Operations,Logistics Coordinator,3,0,0,4143,Yes,Travel_Frequently,3,4,2,1,4,No
E00634,19,Male,Married,PhD,Marketing,Marketing Specialist,2,1,1,8961,Yes,Travel_Rarely,6,3,4,1,4,Yes
E00635,41,Male,Single,High School,IT,DevOps Engineer,2,0,0,11343,Yes,Non-Travel,3,2,3,2,3,Yes
E00636,43,Female,Divorced,Master,Finance,Finance Manager,3,2,2,15760,Yes,Travel_Frequently,1,1,4,2,3,Yes
E00637,36,Male,Married,PhD,IT,DevOps Engineer,2,17,0,10441,No,Travel_Rarely,1,2,1,2,3,No
E00638,30,Male,Married,PhD,Marketing,Content Strategist,3,4,4,3406,Yes,Travel_Rarely,14,1,1,3,3,No
E00639,43,Male,Married,Bachelor,Sales,Sales Executive,3,1,1,9286,No,Travel_Rarely,1,3,1,3,3,No
E00640,37,Female,Single,Bachelor,R&D,Lab Technician,1,13,0,8607,Yes,Travel_Rarely,10,3,3,4,4,No
E00641,33,Female,Married,Bachelor,HR,HR Specialist,1,2,1,11541,No,Travel_Frequently,5,1,1,2,3,No
E00642,47,Female,Divorced,PhD,Marketing,Brand Manager,2,2,0,15053,No,Travel_Rarely,10,2,2,1,3,No
E00643,34,Male,Single,PhD,Sales,Sales Executive,5,4,0,6193,Yes,Travel_Rarely,24,1,4,1,3,Yes
E00644,41,Male,Divorced,High School,Finance,Financial Analyst,4,2,0,6909,No,Travel_Rarely,1,4,3,3,3,No
E00645,19,Female,Divorced,PhD,IT,IT Support,3,1,1,5174,Yes,Travel_Frequently,2,2,1,4,3,Yes
E00646,47,Female,Single,Master,Finance,Financial Analyst,2,4,4,4675,No,Travel_Rarely,6,2,2,3,3,No
E00647,37,Male,Married,PhD,IT,DevOps Engineer,1,0,0,7180,No,Travel_Rarely,3,4,4,1,3,Yes
E00648,34,Female,Divorced,High School,Finance,Financial Analyst,3,3,3,7487,No,Non-Travel,1,3,3,2,3,No
E00649,42,Female,Single,Bachelor,HR,Recruiter,2,15,0,7648,Yes,Travel_Rarely,4,1,3,4,3,No
E00650,44,Female,Married,Master,Operations,Operations Analyst,3,3,0,4051,No,Travel_Rarely,11,4,4,1,3,No
E00651,19,Female,Single,PhD,Operations,Logistics Coordinator,2,1,0,5943,No,Travel_Frequently,1,2,2,1,4,No
E00652,43,Female,Single,High School,HR,Recruiter,1,1,0,6363,No,Travel_Rarely,15,1,4,2,4,Yes
E00653,32,Male,Single,Bachelor,Marketing,Content Strategist,2,2,2,3283,No,Travel_Rarely,1,4,3,4,3,No
E00654,38,Female,Married,PhD,IT,Data Analyst,3,2,2,4240,No,Travel_Rarely,17,1,2,2,3,No
E00655,39,Female,Divorced,Master,R&D,Research Scientist,1,3,2,11674,Yes,Travel_Rarely,7,3,3,3,3,No
E00656,37,Male,Married,High School,Sales,Account Executive,2,15,4,4311,No,Travel_Rarely,4,1,4,2,3,No
E00657,23,Male,Married,PhD,Sales,Account Executive,1,0,0,12924,Yes,Non-Travel,13,3,1,3,3,No
E00658,28,Male,Divorced,Bachelor,Marketing,Brand Manager,3,3,2,8248,No,Travel_Frequently,10,4,4,4,3,No
E00659,26,Male,Married,Bachelor,Finance,Financial Analyst,2,3,2,6128,Yes,Travel_Rarely,1,2,4,3,3,No
E00660,27,Female,Divorced,PhD,R&D,Research Scientist,1,9,2,3445,No,Travel_Rarely,4,1,1,2,3,No
E00661,33,Female,Divorced,Bachelor,R&D,Research Scientist,1,1,1,5817,Yes,Travel_Frequently,1,2,4,4,3,No
E00662,41,Male,Married,High School,Finance,Finance Manager,2,6,4,5158,No,Travel_Rarely,5,4,4,4,3,No
E00663,40,Female,Single,High School,Operations,Operations Manager,1,17,3,8333,Yes,Travel_Frequently,1,2,3,4,3,No
E00664,30,Male,Single,Master,Operations,Operations Manager,3,0,0,4958,No,Non-Travel,20,3,1,4,3,No
E00665,34,Male,Divorced,Master,Finance,Finance Manager,2,4,0,5458,No,Travel_Rarely,27,1,1,2,3,No
E00666,44,Female,Divorced,Master,Operations,Operations Analyst,1,3,0,6335,No,Travel_Rarely,3,3,1,4,3,No
E00667,35,Female,Divorced,Master,Finance,Accountant,1,6,3,6046,No,Travel_Rarely,2,3,3,2,3,Yes
E00668,48,Female,Divorced,High School,Sales,Account Executive,2,0,0,3579,No,Travel_Rarely,3,4,2,1,3,No
E00669,34,Female,Married,Bachelor,HR,HR Business Partner,2,0,0,6045,No,Travel_Frequently,17,1,2,1,3,No
E00670,38,Male,Divorced,Bachelor,Operations,Operations Manager,1,6,1,6731,Yes,Travel_Rarely,1,3,3,1,3,No
E00671,19,Male,Married,Bachelor,Marketing,Brand Manager,2,1,0,4949,Yes,Travel_Rarely,20,3,2,3,3,No
E00672,41,Male,Married,PhD,IT,Software Engineer,3,3,1,2781,Yes,Travel_Rarely,1,3,1,2,3,No
E00673,34,Female,Single,Master,IT,IT Support,1,9,0,7184,No,Travel_Rarely,1,2,4,2,3,Yes
E00674,43,Female,Married,Bachelor,IT,Software Engineer,2,3,1,4635,No,Travel_Rarely,13,1,2,4,3,No
E00675,41,Female,Single,Master,Finance,Finance Manager,1,3,2,9237,No,Travel_Rarely,8,4,4,3,3,No
E00676,51,Female,Married,Master,IT,IT Support,2,10,3,4195,No,Travel_Frequently,5,4,3,1,3,Yes
E00677,30,Female,Married,Bachelor,HR,HR Business Partner,2,10,0,2976,No,Travel_Rarely,3,3,1,3,4,No
E00678,41,Male,Divorced,High School,Marketing,Content Strategist,1,1,0,3019,No,Travel_Rarely,6,2,3,2,3,Yes
E00679,47,Female,Married,Bachelor,IT,Software Engineer,1,10,0,4227,Yes,Travel_Frequently,3,1,4,1,3,No
E00680,46,Male,Single,Bachelor,Marketing,Brand Manager,3,1,1,7061,No,Travel_Rarely,8,3,2,1,3,Yes
E00681,32,Male,Married,Bachelor,Operations,Logistics Coordinator,2,5,3,8539,Yes,Travel_Frequently,9,1,1,1,3,No
E00682,19,Male,Divorced,PhD,Sales,Account Executive,3,1,1,8692,No,Travel_Rarely,6,2,3,3,3,No
