OrderID,Date,Region,Channel,Segment,Category,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
ORD0047725,2023-01-10,South,Online,Consumer,Beauty,1,53.21,0.1,47.89,30.79,17.1
ORD0047726,2023-01-06,East,Online,Enterprise,Apparel,1,64.36,0.0,64.36,47.65,16.71
ORD0047727,2023-03-15,South,Partner,SMB,Grocery,1,50.68,0.15,43.08,33.49,9.59
ORD0047728,2025-12-17,North,Wholesale,SMB,Home,2,334.38,0.2,535.01,354.8,180.21
ORD0047729,2024-08-23,East,Wholesale,Consumer,Home,1,110.24,0.1,99.22,77.32,21.9
ORD0047730,2022-07-07,East,Wholesale,SMB,Beauty,4,75.25,0.0,301.0,201.91,99.09
ORD0047731,2025-02-05,South,Online,SMB,Electronics,2,694.5,0.05,1319.55,1006.96,312.59
ORD0047732,2022-05-16,North,Partner,Consumer,Sports,1,272.47,0.15,231.6,148.16,83.44
ORD0047733,2024-03-04,South,Partner,Enterprise,Apparel,1,121.85,0.0,121.85,81.02,40.83
ORD0047734,2023-09-21,West,Online,SMB,Electronics,2,409.17,0.2,654.67,450.35,204.32
ORD0047735,2023-12-22,North,Partner,SMB,Electronics,3,289.76,0.15,738.89,573.01,165.88
ORD0047736,2023-05-29,East,Online,Enterprise,Electronics,2,1195.26,0.0,2390.52,1526.72,863.8
ORD0047737,2022-11-05,Central,Partner,Enterprise,Sports,2,291.01,0.0,582.02,432.21,149.81
ORD0047738,2023-02-02,East,Online,SMB,Electronics,1,421.92,0.1,379.73,257.68,122.05
ORD0047739,2023-10-03,East,Online,Consumer,Grocery,1,48.32,0.2,38.66,29.26,9.4
ORD0047740,2025-03-01,South,Retail,Enterprise,Electronics,2,984.87,0.15,1674.28,1124.14,550.14
ORD0047741,2024-03-21,East,Partner,Enterprise,Home,1,234.67,0.05,222.94,142.29,80.65
ORD0047742,2024-01-03,East,Online,Enterprise,Apparel,1,23.35,0.0,23.35,14.98,8.37
ORD0047743,2023-02-14,West,Wholesale,Enterprise,Apparel,1,100.11,0.15,85.09,50.41,34.68
ORD0047744,2025-11-18,East,Partner,SMB,Electronics,1,517.43,0.05,491.56,316.33,175.23
ORD0047745,2025-05-20,Central,Wholesale,Consumer,Home,1,252.21,0.0,252.21,181.9,70.31
ORD0047746,2023-06-30,East,Online,Enterprise,Apparel,7,80.86,0.0,566.02,383.56,182.46
ORD0047747,2025-01-01,North,Online,SMB,Apparel,4,42.33,0.2,135.46,89.38,46.08
ORD0047748,2025-12-15,Central,Online,Consumer,Grocery,4,27.72,0.1,99.79,65.23,34.56
ORD0047749,2024-12-08,South,Retail,SMB,Apparel,1,56.41,0.2,45.13,27.84,17.29
ORD0047750,2025-07-23,North,Partner,Consumer,Home,2,97.3,0.0,194.6,138.11,56.49
ORD0047751,2022-11-11,East,Online,Enterprise,Beauty,1,99.6,0.0,99.6,63.09,36.51
ORD0047752,2024-09-07,Central,Online,SMB,Apparel,1,116.32,0.15,98.87,68.52,30.35
ORD0047753,2023-03-20,Central,Partner,SMB,Home,1,313.57,0.0,313.57,236.46,77.11
ORD0047754,2025-08-02,East,Wholesale,Enterprise,Grocery,1,21.27,0.0,21.27,14.06,7.21
ORD0047755,2025-12-05,East,Online,Enterprise,Apparel,1,51.55,0.2,41.24,28.18,13.06
ORD0047756,2024-08-02,Central,Wholesale,Enterprise,Apparel,1,115.74,0.15,98.38,68.32,30.06
ORD0047757,2023-03-01,West,Online,Enterprise,Home,2,198.3,0.0,396.6,287.54,109.06
ORD0047758,2024-12-28,East,Retail,Enterprise,Grocery,1,29.24,0.05,27.78,21.43,6.35
ORD0047759,2025-07-28,North,Wholesale,SMB,Electronics,3,1190.69,0.2,2857.66,1949.41,908.25
ORD0047760,2024-08-03,South,Retail,SMB,Apparel,1,131.91,0.15,112.12,78.19,33.93
ORD0047761,2022-07-01,Central,Wholesale,Consumer,Sports,1,245.35,0.15,208.55,152.81,55.74
ORD0047762,2023-07-23,West,Partner,SMB,Apparel,1,81.16,0.15,68.99,52.58,16.41
ORD0047763,2025-10-22,East,Wholesale,SMB,Home,1,270.22,0.1,243.2,183.02,60.18
ORD0047764,2025-02-08,North,Retail,SMB,Sports,2,209.55,0.2,335.28,231.72,103.56
ORD0047765,2024-09-20,West,Online,Enterprise,Grocery,1,47.57,0.0,47.57,37.08,10.49
ORD0047766,2022-08-22,West,Online,SMB,Apparel,4,57.97,0.0,231.88,149.21,82.67
ORD0047767,2023-10-08,West,Online,SMB,Grocery,1,24.91,0.1,22.42,13.15,9.27
ORD0047768,2023-01-15,South,Partner,Consumer,Apparel,2,75.62,0.0,151.24,116.14,35.1
ORD0047769,2022-07-14,North,Partner,Consumer,Apparel,2,137.7,0.15,234.09,155.74,78.35
ORD0047770,2023-06-08,North,Wholesale,Enterprise,Grocery,2,47.92,0.0,95.84,53.34,42.5
ORD0047771,2024-09-17,North,Online,Enterprise,Sports,1,80.33,0.1,72.3,52.92,19.38
ORD0047772,2023-08-23,Central,Wholesale,SMB,Electronics,1,1194.51,0.0,1194.51,679.41,515.1
ORD0047773,2023-06-10,East,Retail,SMB,Grocery,1,5.43,0.0,5.43,3.08,2.35
ORD0047774,2025-05-18,North,Online,SMB,Grocery,1,25.12,0.05,23.86,13.34,10.52
ORD0047775,2025-12-10,West,Partner,Enterprise,Sports,1,97.09,0.0,97.09,71.97,25.12
ORD0047776,2023-06-19,South,Wholesale,Enterprise,Electronics,1,1017.16,0.2,813.73,493.27,320.46
ORD0047777,2022-02-16,West,Online,Consumer,Grocery,3,35.34,0.15,90.12,59.14,30.98
ORD0047778,2025-12-26,West,Online,Consumer,Sports,1,278.72,0.15,236.91,135.1,101.81
ORD0047779,2022-01-04,Central,Online,Consumer,Grocery,1,24.15,0.1,21.73,11.97,9.76
ORD0047780,2025-12-16,East,Partner,Consumer,Beauty,2,55.54,0.0,111.08,84.81,26.27
ORD0047781,2025-01-19,North,Retail,Consumer,Grocery,3,47.21,0.0,141.63,96.97,44.66
ORD0047782,2022-05-23,Central,Retail,Consumer,Sports,1,220.98,0.15,187.83,130.17,57.66
ORD0047783,2023-03-21,South,Partner,Enterprise,Apparel,3,32.81,0.0,98.43,67.76,30.67
ORD0047784,2024-06-23,North,Partner,Consumer,Apparel,1,101.42,0.1,91.28,68.43,22.85
ORD0047785,2025-12-19,East,Wholesale,Consumer,Home,1,281.28,0.0,281.28,181.68,99.6
ORD0047786,2025-01-20,Central,Retail,Consumer,Sports,2,193.67,0.2,309.87,185.02,124.85
ORD0047787,2024-05-14,Central,Retail,Consumer,Grocery,1,45.72,0.0,45.72,27.98,17.74
ORD0047788,2022-08-13,North,Retail,Enterprise,Grocery,1,31.16,0.0,31.16,20.45,10.71
ORD0047789,2023-05-27,South,Retail,Enterprise,Sports,1,230.67,0.0,230.67,136.11,94.56
ORD0047790,2023-09-03,North,Online,SMB,Beauty,2,22.38,0.0,44.76,29.95,14.81
ORD0047791,2024-09-13,East,Partner,SMB,Sports,2,259.22,0.1,466.6,328.53,138.07
ORD0047792,2023-04-29,North,Online,Enterprise,Grocery,1,50.21,0.1,45.19,29.5,15.69
ORD0047793,2025-03-13,Central,Retail,Consumer,Sports,1,50.23,0.15,42.7,24.75,17.95
ORD0047794,2024-09-22,West,Online,SMB,Electronics,1,528.56,0.0,528.56,355.72,172.84
ORD0047795,2024-12-28,East,Wholesale,Enterprise,Grocery,1,42.23,0.15,35.9,19.79,16.11
ORD0047796,2022-12-30,East,Partner,Consumer,Grocery,1,8.16,0.2,6.53,4.64,1.89
ORD0047797,2023-01-19,West,Partner,Enterprise,Apparel,1,30.37,0.0,30.37,19.33,11.04
ORD0047798,2025-01-29,West,Wholesale,SMB,Electronics,1,584.79,0.0,584.79,348.31,236.48
ORD0047799,2024-01-04,South,Partner,Enterprise,Sports,1,103.96,0.15,88.37,53.54,34.83
ORD0047800,2022-05-06,North,Online,Enterprise,Sports,3,173.12,0.0,519.36,340.23,179.13
ORD0047801,2025-08-09,West,Retail,SMB,Apparel,1,32.49,0.0,32.49,22.08,10.41
ORD0047802,2024-04-21,Central,Online,Consumer,Beauty,5,109.72,0.0,548.6,313.37,235.23
ORD0047803,2022-05-01,Central,Wholesale,Consumer,Electronics,1,444.2,0.05,421.99,296.38,125.61
ORD0047804,2024-02-18,Central,Retail,Enterprise,Apparel,4,89.29,0.0,357.16,261.21,95.95
ORD0047805,2025-10-05,West,Online,Consumer,Grocery,4,19.13,0.0,76.52,54.57,21.95
ORD0047806,2022-01-19,Central,Wholesale,SMB,Grocery,1,26.37,0.05,25.05,16.58,8.47
ORD0047807,2025-02-10,East,Wholesale,Enterprise,Electronics,1,793.79,0.1,714.41,518.01,196.4
ORD0047808,2022-04-13,North,Partner,Enterprise,Electronics,2,673.77,0.0,1347.54,898.54,449.0
ORD0047809,2024-09-29,South,Partner,Consumer,Home,1,144.46,0.2,115.57,67.76,47.81
ORD0047810,2022-02-01,East,Wholesale,Enterprise,Beauty,1,60.35,0.0,60.35,46.33,14.02
ORD0047811,2023-09-04,South,Retail,Enterprise,Electronics,6,670.21,0.1,3619.13,1992.21,1626.92
ORD0047812,2024-02-19,West,Partner,Enterprise,Sports,7,161.73,0.0,1132.11,709.54,422.57
ORD0047813,2024-10-22,West,Retail,SMB,Electronics,1,1056.12,0.05,1003.31,745.81,257.5
ORD0047814,2024-07-26,North,Online,Consumer,Electronics,5,657.92,0.1,2960.64,1697.66,1262.98
ORD0047815,2024-09-05,West,Online,Consumer,Electronics,1,808.49,0.2,646.79,480.16,166.63
ORD0047816,2025-10-06,Central,Partner,Consumer,Electronics,4,609.88,0.0,2439.52,1745.36,694.16
ORD0047817,2024-06-14,West,Online,Consumer,Home,1,333.19,0.2,266.55,207.17,59.38
ORD0047818,2024-09-27,East,Partner,Enterprise,Apparel,1,119.24,0.0,119.24,66.0,53.24
ORD0047819,2024-11-11,West,Wholesale,Consumer,Electronics,1,276.49,0.0,276.49,173.34,103.15
ORD0047820,2022-03-01,East,Wholesale,SMB,Beauty,1,38.9,0.0,38.9,25.01,13.89
ORD0047821,2022-12-03,West,Retail,Enterprise,Sports,1,74.12,0.1,66.71,46.56,20.15
ORD0047822,2024-03-30,Central,Partner,Enterprise,Electronics,1,417.82,0.2,334.26,260.23,74.03
ORD0047823,2024-04-20,East,Retail,Consumer,Grocery,4,37.08,0.1,133.49,77.32,56.17
ORD0047824,2024-03-04,East,Online,Enterprise,Electronics,4,1112.8,0.2,3560.96,2773.41,787.55
ORD0047825,2023-11-19,North,Partner,Enterprise,Apparel,1,115.75,0.1,104.17,59.32,44.85
ORD0047826,2023-12-27,East,Partner,SMB,Grocery,2,7.19,0.0,14.38,11.1,3.28
ORD0047827,2025-10-30,South,Wholesale,Enterprise,Sports,2,143.58,0.0,287.16,180.2,106.96
ORD0047828,2025-02-01,East,Online,SMB,Beauty,3,20.38,0.0,61.14,46.56,14.58
ORD0047829,2023-09-05,South,Online,Enterprise,Home,3,165.35,0.2,396.84,220.6,176.24
ORD0047830,2022-09-17,South,Wholesale,SMB,Grocery,5,9.92,0.2,39.68,28.35,11.33
ORD0047831,2023-06-16,West,Wholesale,SMB,Grocery,1,23.65,0.05,22.47,13.21,9.26
ORD0047832,2023-08-06,West,Wholesale,Enterprise,Apparel,2,39.81,0.15,67.68,44.88,22.8
ORD0047833,2025-06-17,East,Wholesale,Enterprise,Home,2,154.66,0.0,309.32,225.05,84.27
ORD0047834,2023-03-12,North,Retail,SMB,Beauty,5,35.29,0.15,149.98,100.26,49.72
ORD0047835,2025-09-14,West,Online,SMB,Beauty,1,98.91,0.0,98.91,64.49,34.42
ORD0047836,2022-04-29,East,Partner,SMB,Apparel,1,47.99,0.05,45.59,30.96,14.63
ORD0047837,2024-11-03,West,Online,SMB,Electronics,6,843.7,0.15,4302.87,2552.71,1750.16
ORD0047838,2023-07-03,Central,Retail,Enterprise,Electronics,1,772.28,0.15,656.44,463.0,193.44
ORD0047839,2022-02-21,West,Partner,Consumer,Sports,1,289.99,0.2,231.99,178.28,53.71
ORD0047840,2025-04-01,East,Online,Consumer,Apparel,2,64.68,0.0,129.36,92.8,36.56
ORD0047841,2022-08-27,East,Online,SMB,Home,1,345.89,0.0,345.89,249.63,96.26
ORD0047842,2024-11-13,East,Online,Consumer,Apparel,1,69.55,0.2,55.64,33.85,21.79
ORD0047843,2025-08-06,West,Online,Enterprise,Grocery,6,14.64,0.1,79.06,47.02,32.04
ORD0047844,2024-12-09,Central,Partner,Enterprise,Apparel,2,136.27,0.1,245.29,167.57,77.72
ORD0047845,2023-08-07,East,Online,SMB,Apparel,1,135.71,0.0,135.71,86.07,49.64
ORD0047846,2023-08-20,Central,Retail,Consumer,Beauty,1,42.67,0.0,42.67,29.37,13.3
ORD0047847,2023-02-03,North,Online,Enterprise,Home,4,268.75,0.0,1075.0,761.38,313.62
ORD0047848,2022-07-30,North,Partner,Consumer,Beauty,1,118.02,0.0,118.02,77.05,40.97
ORD0047849,2025-09-16,North,Partner,Consumer,Beauty,5,79.77,0.0,398.85,296.42,102.43
ORD0047850,2024-07-09,West,Partner,SMB,Beauty,1,39.54,0.2,31.63,20.64,10.99
ORD0047851,2024-12-19,West,Retail,Enterprise,Sports,3,45.74,0.15,116.64,76.06,40.58
ORD0047852,2022-12-24,East,Wholesale,Consumer,Apparel,1,35.53,0.05,33.75,25.84,7.91
ORD0047853,2025-04-13,South,Online,SMB,Sports,2,81.09,0.05,154.07,88.66,65.41
ORD0047854,2023-04-22,South,Retail,Enterprise,Beauty,1,20.31,0.2,16.25,9.25,7.0
ORD0047855,2023-05-17,West,Online,Consumer,Electronics,1,580.88,0.15,493.75,332.06,161.69
ORD0047856,2022-09-29,West,Online,Enterprise,Sports,1,39.13,0.0,39.13,27.19,11.94
ORD0047857,2023-12-29,South,Partner,SMB,Home,3,282.49,0.05,805.1,448.77,356.33
ORD0047858,2023-04-11,East,Wholesale,SMB,Sports,1,147.97,0.2,118.38,89.81,28.57
ORD0047859,2022-02-16,North,Wholesale,Consumer,Beauty,1,92.83,0.2,74.26,53.99,20.27
ORD0047860,2022-02-13,North,Partner,SMB,Apparel,2,41.6,0.2,66.56,47.57,18.99
ORD0047861,2023-06-01,East,Partner,Enterprise,Apparel,1,78.55,0.2,62.84,46.12,16.72
ORD0047862,2022-12-02,North,Retail,SMB,Apparel,1,146.94,0.15,124.9,74.95,49.95
ORD0047863,2023-12-21,Central,Online,Enterprise,Grocery,1,7.68,0.05,7.3,5.07,2.23
ORD0047864,2022-04-20,North,Online,Consumer,Home,1,96.34,0.15,81.89,45.86,36.03
ORD0047865,2023-12-28,South,Retail,Consumer,Sports,1,268.57,0.0,268.57,199.45,69.12
ORD0047866,2022-06-14,West,Online,Consumer,Sports,1,199.45,0.2,159.56,92.2,67.36
ORD0047867,2025-03-25,Central,Online,SMB,Grocery,1,50.49,0.0,50.49,31.6,18.89
ORD0047868,2022-03-11,North,Partner,Enterprise,Home,1,156.24,0.0,156.24,120.19,36.05
ORD0047869,2022-11-04,North,Wholesale,SMB,Sports,1,201.71,0.2,161.37,122.26,39.11
ORD0047870,2024-04-17,South,Wholesale,Consumer,Grocery,1,42.19,0.2,33.75,21.9,11.85
ORD0047871,2024-08-31,South,Online,SMB,Beauty,1,56.85,0.2,45.48,25.04,20.44
ORD0047872,2023-07-04,West,Online,Enterprise,Home,1,250.11,0.1,225.1,164.33,60.77
ORD0047873,2025-05-10,North,Retail,Enterprise,Beauty,1,18.05,0.0,18.05,13.42,4.63
ORD0047874,2025-07-16,Central,Partner,SMB,Home,2,262.51,0.0,525.02,372.36,152.66
ORD0047875,2022-10-08,Central,Retail,Enterprise,Home,3,396.48,0.0,1189.44,718.1,471.34
ORD0047876,2023-10-28,North,Retail,Enterprise,Grocery,1,14.88,0.0,14.88,11.24,3.64
ORD0047877,2022-08-22,South,Online,SMB,Home,1,166.58,0.15,141.59,105.8,35.79
ORD0047878,2023-04-26,West,Retail,SMB,Home,1,147.1,0.1,132.39,77.53,54.86
ORD0047879,2022-08-20,South,Retail,Enterprise,Apparel,1,102.02,0.2,81.62,52.32,29.3
ORD0047880,2023-10-29,East,Retail,Consumer,Home,1,331.3,0.0,331.3,256.23,75.07
ORD0047881,2024-06-01,North,Online,Enterprise,Home,2,299.52,0.0,599.04,397.72,201.32
ORD0047882,2024-12-05,North,Online,SMB,Beauty,1,101.68,0.15,86.43,62.24,24.19
ORD0047883,2024-07-22,South,Wholesale,Consumer,Home,1,283.92,0.0,283.92,218.46,65.46
ORD0047884,2025-08-16,South,Partner,SMB,Grocery,1,50.78,0.0,50.78,33.17,17.61
ORD0047885,2024-03-09,East,Online,Enterprise,Beauty,1,48.73,0.05,46.29,31.28,15.01
ORD0047886,2022-12-18,South,Partner,Enterprise,Home,3,388.46,0.05,1107.11,686.44,420.67
ORD0047887,2024-05-21,North,Wholesale,SMB,Apparel,2,128.52,0.15,218.48,147.11,71.37
ORD0047888,2024-01-02,East,Partner,SMB,Grocery,3,47.09,0.0,141.27,104.49,36.78
ORD0047889,2025-06-30,West,Retail,Enterprise,Grocery,4,46.87,0.2,149.98,100.05,49.93
ORD0047890,2023-08-25,West,Wholesale,Consumer,Grocery,1,15.59,0.05,14.81,11.03,3.78
ORD0047891,2023-06-28,North,Wholesale,SMB,Grocery,1,40.82,0.15,34.7,24.28,10.42
ORD0047892,2025-10-18,North,Retail,Consumer,Sports,3,263.56,0.0,790.68,594.37,196.31
ORD0047893,2024-12-06,East,Retail,Consumer,Apparel,1,126.04,0.15,107.13,78.84,28.29
ORD0047894,2025-08-02,South,Partner,Enterprise,Sports,2,33.93,0.0,67.86,50.6,17.26
ORD0047895,2024-12-22,East,Partner,SMB,Beauty,4,115.56,0.0,462.24,338.85,123.39
ORD0047896,2025-10-30,North,Retail,SMB,Sports,1,180.35,0.0,180.35,134.22,46.13
ORD0047897,2022-01-03,South,Retail,Consumer,Sports,1,81.13,0.0,81.13,56.16,24.97
ORD0047898,2024-03-28,North,Wholesale,SMB,Beauty,2,92.84,0.0,185.68,119.05,66.63
ORD0047899,2025-05-16,Central,Wholesale,SMB,Sports,1,118.67,0.2,94.94,58.04,36.9
ORD0047900,2023-04-27,South,Partner,Enterprise,Apparel,1,27.36,0.0,27.36,17.69,9.67
ORD0047901,2022-05-16,North,Partner,SMB,Grocery,2,53.11,0.0,106.22,68.5,37.72
ORD0047902,2023-02-20,Central,Retail,Enterprise,Home,1,318.79,0.15,270.97,184.6,86.37
ORD0047903,2024-03-17,South,Retail,Enterprise,Sports,4,247.27,0.2,791.26,507.95,283.31
ORD0047904,2023-11-17,North,Online,Enterprise,Apparel,3,132.22,0.15,337.16,207.39,129.77
ORD0047905,2023-01-15,Central,Retail,SMB,Grocery,1,46.42,0.2,37.14,28.0,9.14
ORD0047906,2023-03-24,South,Wholesale,Enterprise,Apparel,2,111.37,0.0,222.74,148.75,73.99
ORD0047907,2024-05-14,West,Online,Enterprise,Sports,4,223.68,0.05,849.98,610.7,239.28
ORD0047908,2022-06-03,West,Wholesale,Enterprise,Beauty,2,50.93,0.0,101.86,78.05,23.81
ORD0047909,2022-01-19,South,Wholesale,SMB,Apparel,4,128.57,0.15,437.14,331.06,106.08
ORD0047910,2022-10-05,East,Online,SMB,Grocery,3,40.78,0.2,97.87,73.64,24.23
ORD0047911,2022-03-16,South,Retail,SMB,Grocery,1,56.08,0.15,47.67,35.99,11.68
ORD0047912,2023-03-27,Central,Wholesale,SMB,Home,1,181.73,0.1,163.56,104.01,59.55
ORD0047913,2024-06-07,East,Online,Consumer,Apparel,4,70.88,0.15,240.99,167.67,73.32
ORD0047914,2024-05-24,South,Retail,Enterprise,Home,3,85.79,0.0,257.37,160.35,97.02
ORD0047915,2023-12-17,North,Online,Consumer,Home,1,287.8,0.1,259.02,186.46,72.56
ORD0047916,2022-04-08,South,Retail,Consumer,Electronics,3,962.97,0.2,2311.13,1718.19,592.94
ORD0047917,2022-02-12,West,Online,Enterprise,Grocery,5,59.04,0.0,295.2,187.06,108.14
ORD0047918,2025-10-09,East,Wholesale,Consumer,Electronics,2,279.29,0.2,446.86,300.14,146.72
ORD0047919,2025-09-20,South,Retail,Enterprise,Electronics,1,235.35,0.15,200.05,132.07,67.98
ORD0047920,2025-05-03,North,Wholesale,SMB,Grocery,1,49.36,0.0,49.36,35.65,13.71
ORD0047921,2022-04-13,East,Wholesale,SMB,Electronics,1,361.96,0.2,289.57,201.18,88.39
ORD0047922,2022-07-18,East,Wholesale,Consumer,Electronics,1,808.25,0.05,767.84,520.41,247.43
ORD0047923,2023-08-02,East,Online,SMB,Electronics,2,936.17,0.15,1591.49,1193.5,397.99
ORD0047924,2022-07-06,East,Partner,Enterprise,Apparel,1,102.49,0.0,102.49,68.28,34.21
ORD0047925,2022-11-14,East,Retail,Consumer,Grocery,1,45.46,0.15,38.64,23.65,14.99
ORD0047926,2024-08-02,Central,Partner,Consumer,Grocery,5,58.39,0.0,291.95,198.24,93.71
ORD0047927,2024-06-17,South,Partner,SMB,Apparel,2,21.0,0.0,42.0,23.12,18.88
ORD0047928,2024-03-01,South,Wholesale,SMB,Apparel,1,45.29,0.15,38.5,26.0,12.5
ORD0047929,2022-11-29,West,Online,Consumer,Electronics,3,560.3,0.0,1680.9,1019.58,661.32
ORD0047930,2022-02-06,Central,Wholesale,Enterprise,Apparel,1,138.38,0.1,124.54,93.47,31.07
ORD0047931,2022-10-26,East,Online,SMB,Grocery,1,52.72,0.0,52.72,39.14,13.58
ORD0047932,2024-01-05,Central,Wholesale,Consumer,Grocery,2,34.48,0.0,68.96,42.72,26.24
ORD0047933,2025-06-21,North,Retail,Consumer,Beauty,3,63.41,0.2,152.18,118.2,33.98
ORD0047934,2025-07-06,East,Wholesale,Consumer,Beauty,1,57.09,0.0,57.09,43.07,14.02
ORD0047935,2023-09-10,West,Online,SMB,Beauty,1,25.56,0.05,24.28,13.75,10.53
ORD0047936,2025-01-31,West,Retail,Consumer,Electronics,7,254.93,0.0,1784.51,1331.37,453.14
ORD0047937,2025-07-25,North,Online,SMB,Beauty,1,73.91,0.2,59.13,36.02,23.11
ORD0047938,2024-08-01,North,Online,Enterprise,Grocery,1,30.42,0.0,30.42,18.22,12.2
ORD0047939,2023-12-06,West,Partner,SMB,Electronics,6,343.85,0.2,1650.48,973.14,677.34
ORD0047940,2022-09-20,East,Partner,Enterprise,Sports,1,237.08,0.15,201.52,150.26,51.26
ORD0047941,2025-06-18,South,Partner,SMB,Home,2,209.94,0.15,356.9,257.58,99.32
ORD0047942,2025-06-23,West,Online,Consumer,Apparel,2,134.76,0.15,229.09,163.89,65.2
ORD0047943,2025-09-12,West,Partner,Enterprise,Electronics,1,1053.79,0.2,843.03,473.62,369.41
ORD0047944,2024-01-04,West,Online,Enterprise,Apparel,1,86.1,0.05,81.79,55.27,26.52
ORD0047945,2025-03-14,Central,Online,Enterprise,Sports,2,154.49,0.0,308.98,237.82,71.16
ORD0047946,2024-02-29,South,Partner,Enterprise,Sports,10,156.96,0.2,1255.68,875.67,380.01
ORD0047947,2024-06-27,East,Online,Enterprise,Beauty,1,88.53,0.0,88.53,59.1,29.43
ORD0047948,2023-07-16,West,Retail,Consumer,Sports,2,134.67,0.0,269.34,155.79,113.55
ORD0047949,2025-05-05,Central,Online,Consumer,Home,2,250.53,0.0,501.06,312.22,188.84
ORD0047950,2025-03-25,North,Wholesale,SMB,Home,2,315.93,0.15,537.08,380.9,156.18
ORD0047951,2023-12-28,West,Wholesale,SMB,Apparel,1,28.29,0.1,25.46,15.01,10.45
ORD0047952,2024-08-02,North,Online,Enterprise,Apparel,1,114.07,0.0,114.07,70.41,43.66
ORD0047953,2024-11-06,East,Retail,Consumer,Home,7,277.42,0.0,1941.94,1506.71,435.23
ORD0047954,2023-03-25,West,Partner,SMB,Beauty,1,63.27,0.05,60.11,44.57,15.54
ORD0047955,2025-04-11,East,Retail,Enterprise,Sports,1,205.84,0.2,164.67,97.81,66.86
ORD0047956,2022-06-05,Central,Wholesale,SMB,Sports,1,264.25,0.15,224.61,165.53,59.08
ORD0047957,2024-11-11,North,Partner,Enterprise,Home,4,207.15,0.0,828.6,546.77,281.83
ORD0047958,2023-10-12,North,Online,Enterprise,Home,1,139.39,0.2,111.51,64.89,46.62
ORD0047959,2024-02-03,West,Partner,Consumer,Home,1,280.48,0.15,238.41,147.16,91.25
ORD0047960,2022-05-28,East,Partner,SMB,Home,1,304.26,0.15,258.62,159.99,98.63
ORD0047961,2022-12-20,West,Online,Consumer,Apparel,1,144.53,0.15,122.85,70.51,52.34
ORD0047962,2024-04-23,West,Wholesale,Consumer,Apparel,3,120.27,0.2,288.65,168.43,120.22
ORD0047963,2025-07-06,Central,Partner,SMB,Sports,1,116.03,0.2,92.82,51.25,41.57
ORD0047964,2024-08-29,North,Retail,SMB,Apparel,2,61.04,0.0,122.08,75.31,46.77
ORD0047965,2025-09-07,North,Wholesale,SMB,Electronics,1,927.79,0.0,927.79,678.83,248.96
ORD0047966,2022-11-02,North,Retail,Consumer,Apparel,2,69.94,0.0,139.88,97.6,42.28
ORD0047967,2022-01-03,West,Online,Consumer,Grocery,2,9.27,0.15,15.76,10.27,5.49
ORD0047968,2023-03-19,East,Wholesale,Enterprise,Grocery,1,58.09,0.0,58.09,33.56,24.53
ORD0047969,2022-11-28,East,Partner,SMB,Grocery,1,9.39,0.0,9.39,7.02,2.37
ORD0047970,2025-08-06,North,Retail,SMB,Apparel,1,123.02,0.0,123.02,95.67,27.35
ORD0047971,2024-08-02,East,Retail,Enterprise,Apparel,1,63.05,0.1,56.74,41.77,14.97
ORD0047972,2024-03-21,Central,Online,Consumer,Sports,3,65.41,0.0,196.23,116.88,79.35
ORD0047973,2022-08-03,South,Wholesale,Enterprise,Electronics,1,1111.51,0.0,1111.51,818.22,293.29
ORD0047974,2023-05-27,North,Wholesale,Consumer,Apparel,1,94.21,0.0,94.21,55.54,38.67
ORD0047975,2023-05-13,Central,Retail,Enterprise,Beauty,1,28.07,0.15,23.86,18.37,5.49
ORD0047976,2025-09-10,Central,Retail,SMB,Grocery,3,7.17,0.0,21.51,14.55,6.96
ORD0047977,2024-12-27,Central,Retail,SMB,Electronics,1,572.49,0.0,572.49,359.57,212.92
ORD0047978,2024-07-16,West,Retail,SMB,Home,1,40.34,0.15,34.29,26.55,7.74
ORD0047979,2024-12-03,South,Online,SMB,Beauty,1,24.19,0.2,19.35,12.05,7.3
ORD0047980,2023-07-26,North,Online,SMB,Apparel,1,111.09,0.0,111.09,67.08,44.01
ORD0047981,2023-12-23,South,Retail,Consumer,Electronics,1,735.64,0.15,625.29,474.06,151.23
ORD0047982,2022-01-11,West,Wholesale,SMB,Grocery,3,57.04,0.2,136.9,106.48,30.42
ORD0047983,2024-03-09,Central,Partner,Consumer,Home,7,262.6,0.0,1838.2,1259.22,578.98
ORD0047984,2024-09-01,North,Wholesale,Enterprise,Grocery,1,39.83,0.0,39.83,23.59,16.24
ORD0047985,2023-06-22,South,Online,SMB,Apparel,1,136.03,0.05,129.23,89.97,39.26
ORD0047986,2023-05-09,South,Retail,Consumer,Sports,3,261.05,0.0,783.15,537.64,245.51
ORD0047987,2023-02-01,Central,Online,Consumer,Electronics,1,750.58,0.1,675.52,401.73,273.79
ORD0047988,2024-09-08,North,Wholesale,SMB,Electronics,3,614.53,0.0,1843.59,1390.22,453.37
ORD0047989,2023-08-20,North,Retail,Consumer,Grocery,1,11.43,0.15,9.72,5.75,3.97
ORD0047990,2022-04-15,East,Retail,SMB,Beauty,3,92.48,0.2,221.95,157.4,64.55
ORD0047991,2025-05-06,West,Online,SMB,Home,2,120.05,0.2,192.08,111.62,80.46
ORD0047992,2025-06-03,Central,Partner,Enterprise,Sports,2,255.73,0.0,511.46,346.54,164.92
